"Onderwerp","Perioden","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Energieaanbod|Totaal aanbod (TPES)","PJ","3316.0","3283.5","3241.1","3472.6","3237.2","3251.2","3165.3","3009.5","3069.5","3123.9","3140.5","3094.0","3046.7"
