,Hernieuwbare energie,Waterkracht,Totaal windenergie,Totaal zonne-energie,Aardwarmte,Omgevingsenergie,Totaal biomassa,Kernenergie
Energieaanbod|Totaal aanbod (TPES),233.7,0.3,41.4,20.4,5.6,10.9,155.1,38.1
